title,authors,doi,year,journal,url,source_file
Towards next generation Internet of Energy system: Framework and trends,"Abhi, S.H.; Ahamed, Md. H.; Ali, Md. F.; Badal, Faisal R.; Das, Prangon; Das, Sajal K.; Hasan, Md. Mehedi; Islam, Md. Manirul; Islam, Md. R.; Muqit, Farhan; Muyeen, S M; Reza, Tanzim N.; Sarker, Subrata K.; Tasneem, Z.",10.1016/j.egyai.2023.100306,,,,sources/4.1.7-core-dynamic-results/session-10/dynamic_step_0/initial_primary_4_results_20250603_091825.json
Towards_Efficient_Operation_and_Maintenance_of_Wind_Farms-_Leveraging_AI_for_Minimizing_Human_Error,,,,,,sources/4.1.8-elicit-results/phase-2-targeted-queries/analysis_output/3.1.4-safety-training/Towards_Efficient_Operation_and_Maintenance_of_Wind_Farms-_Leveraging_AI_for_Minimizing_Human_Error_analysis.json
Towards_an_AI_assistant_for_human_grid_operators,,,,,,sources/4.1.8-elicit-results/phase-2-targeted-queries/analysis_output/3.1.3-applied-ai-automation/Towards_an_AI_assistant_for_human_grid_operators_analysis.json
Transactive control: a framework for operating power systems characterized by high penetration of distributed energy resources,,10.1007/s40565-016-0228-1,,,,sources/4.1.8-elicit-results/phase-2-targeted-queries/analysis_output/3.1.1-applied-human-factors/Transactive_control__a_framework_for_operating_power_systems_characterized_by_high_penetration_of_distributed_energy_resources_analysis.json
Transmission Pricing of Distributed Multilateral Energy Transactions to Ensure System Security and Guide Economic Dispatch,"Hsieh, E.; Ilic, M.; Remanan, P.",,,,,sources/4.1.7-core-dynamic-results/session-14/dynamic_step_0/initial_tertiary_0_results_20250603_094405.json
Transmission and distribution coordination in power systems with high shares of distributed energy resources providing balancing and congestion management services,,10.1002/wene.357,,,https://doi.org/10.1002/wene.357,sources/4.3.1-elicit-results/papers_needing_urls.csv
Trauma-informed services and trauma-specific care for Indigenous Australian children,Judy Atkinson,,,,,sources/4.1.7-core-dynamic-results/session-14/dynamic_step_0/initial_tertiary_2_results_20250603_094439.json
Truitt2022_Building_a_More_Diverse_Equitable_and_Inclusive_Energy_Efficiency_Workforce,,,,,,sources/4.1.8-elicit-results/phase-2-targeted-queries/analysis_output/3.1.2-industry-academia-collaborative/Truitt2022_Building_a_More_Diverse_Equitable_and_Inclusive_Energy_Efficiency_Workforce_analysis.json
Trần2021_An_overview_of_the_application_of_machine_learning_in_predictive_maintenance,,,,,,sources/4.1.8-elicit-results/phase-2-targeted-queries/analysis_output/3.1.3-applied-ai-automation/Trần2021_An_overview_of_the_application_of_machine_learning_in_predictive_maintenance_analysis.json
Understanding the implications of artificial intelligence on field service operations: a case study of BT,,10.1080/09537287.2021.1882694,,,,sources/4.1.8-elicit-results/phase-2-targeted-queries/analysis_output/3.1.3-applied-ai-automation/Understanding_the_implications_of_artificial_intelligence_on_field_service_operations__a_case_study_of_BT_analysis.json
"Unsplittable Load Balancing in a Network of Charging Stations Under QoS
  Guarantees","Bayram, Islam Safak; Devetsikiotis, Michael; Michailidis, George",10.1109/tsg.2014.2362994,,,,sources/4.1.7-core-dynamic-results/session-14/dynamic_step_0/initial_tertiary_0_results_20250603_094405.json
"User limits or natural limits: can we set limits to human use, based on a natural functioning of the Wadden Sea?","Baptist, M.J.; Bastmeijer, C.J.; Brinkman, A.G.; Dankers, N.M.J.A.; Duin, W.E., van; Fey-Hofstede, F.E.; Jongbloed, R.H.; Lindeboom, H.J.; Smit, C.J.; Tamis, J.E.",,,,,sources/4.1.7-core-dynamic-results/session-11/dynamic_step_0/initial_secondary_5_results_20250603_092236.json
Wagner2021_Private_Power_and_Public_Interests_An_Ethnographic_Examination_of_the_Power_Outages_in_Te,,,,,,sources/4.1.8-elicit-results/phase-2-targeted-queries/analysis_output/3.1.1-applied-human-factors/Wagner2021_Private_Power_and_Public_Interests_An_Ethnographic_Examination_of_the_Power_Outages_in_Te_analysis.json
Wang2021_Understanding_the_implications_of_artificial_intelligence_on_field_service_operations_a_cas,,,,,,sources/4.1.8-elicit-results/phase-2-targeted-queries/analysis_output/3.1.3-applied-ai-automation/Wang2021_Understanding_the_implications_of_artificial_intelligence_on_field_service_operations_a_cas_analysis.json
Waring2013_Safety_and_complexity_inter-departmental_relationships_as_a_threat_to_patient_safety_in_t,,,,,,sources/4.1.8-elicit-results/phase-2-targeted-queries/analysis_output/3.1.1-applied-human-factors/Waring2013_Safety_and_complexity_inter-departmental_relationships_as_a_threat_to_patient_safety_in_t_analysis.json
"Water and Development: An Evaluation of World Bank Support, 1997-2007, Volume 1",,,,,,sources/4.1.7-core-dynamic-results/session-14/dynamic_step_0/initial_primary_1_results_20250603_094215.json
With_a_little_help_from_our_friends-_Collaborative_research_partnerships_in_three_workplace-based_oc,,,,,,sources/4.1.8-elicit-results/phase-2-targeted-queries/analysis_output/3.1.4-safety-training/With_a_little_help_from_our_friends-_Collaborative_research_partnerships_in_three_workplace-based_oc_analysis.json
Working memory load modulates microsaccadic rate,"Castelli, LUIGI ALESSANDRO; Dalmaso, Mario; Galfano, Giovanni; Scatturin, Pietro",10.1167/17.3.6,,,,sources/4.1.7-core-dynamic-results/session-10/dynamic_step_0/initial_tertiary_9_results_20250603_091857.json
Workshop ANIPLAN - Payerbach Reichenau. Programme and presentations,"Brinkmann, Jan; Gratzer, Elisabeth; Hansen, Berit; Henriksen, Britt I. F.; Hofer, T.; Huber, H.; Huber, Johann; Ivemeyer, Silvia; Kilchsperger, Rahel; Leeb, Christine; Lund, Vonne; March, Solveig; Neale, Madeleine; Nicholas, Phillipa; Roderick, Stephen; Smolders, Gidi; Ströger, Elisabeth; Vaarst, Mette; Walkenhorst, Michael; Whistance, Lindsay; Winckler, Christoph",,,,,sources/4.1.7-core-dynamic-results/session-10/dynamic_step_0/initial_secondary_5_results_20250603_091829.json
Workshop on Longitudinal Human-Robot Teaming,,10.1145/3173386.3173559,,,https://doi.org/10.1145/3173386.3173559,sources/4.3.1-elicit-results/papers_needing_urls.csv
XAI for Predictive Maintenance,,10.1145/3580305.3599578,,,https://doi.org/10.1145/3580305.3599578,sources/4.3.1-elicit-results/papers_needing_urls.csv
Xia2019_A_Fully_Distributed_Hierarchical_Control_Framework_for_Coordinated_Operation_of_DERs_in_Acti,,,,,,sources/4.1.8-elicit-results/phase-2-targeted-queries/analysis_output/3.1.1-applied-human-factors/Xia2019_A_Fully_Distributed_Hierarchical_Control_Framework_for_Coordinated_Operation_of_DERs_in_Acti_analysis.json
Zaher2016_Enhanced_situational_awareness_and_decision_support_for_operators_of_future_distributed_po,,,,,,sources/4.1.8-elicit-results/phase-2-targeted-queries/analysis_output/3.1.3-applied-ai-automation/Zaher2016_Enhanced_situational_awareness_and_decision_support_for_operators_of_future_distributed_po_analysis.json
"“Agent A, Can You Pass the Salt?” The Role of Pragmatics in Agent Communication",,-,,,https://doi.org/-,sources/4.3.1-elicit-results/papers_needing_urls.csv
,"Fellowship, Berkeley ",10.1038/nature14236.,19,,https://doi.org/10.1038/nature14236.,sources/4.3.1-elicit-results/markdown_papers/MCP_Learning_Composable_Hierarchical_Control_with_Multiplicative_Compositional_Policies.md
,"Argyriou, Theodoros ",10.1145/2897824.2925881.,19,,https://doi.org/10.1145/2897824.2925881.,sources/4.3.1-elicit-results/markdown_papers/MCP_Learning_Composable_Hierarchical_Control_with_Multiplicative_Compositional_Policies.md
,"Johnson, D. ",10.1145/3555088.,19,,https://doi.org/10.1145/3555088.,sources/4.3.1-elicit-results/markdown_papers/Sociotechnical_Safety_Evaluation_of_Generative_AI_Systems.md
,"Botha, J. ",10.1007/s13347-023-00606-x.,19,,https://doi.org/10.1007/s13347-023-00606-x.,sources/4.3.1-elicit-results/markdown_papers/Sociotechnical_Safety_Evaluation_of_Generative_AI_Systems.md
,"Moreover, I would like to thank my
parents for their mental and financial support during my studies abroad.


",10.1109/ICEMS.2017.8056293.,19,,https://doi.org/10.1109/ICEMS.2017.8056293.,sources/2.1-initial_literature_input/Multi-agent MPC protocols for micro- grid energy management and optimization.md
,"Center, R",10.1109/TII.2012.2219061.,19,,https://doi.org/10.1109/TII.2012.2219061.,sources/2.1-initial_literature_input/Multi-agent MPC protocols for micro- grid energy management and optimization.md
,"Bhamidi, Arindam ",10.1016/0005-,19,,https://doi.org/10.1016/0005-,sources/2.1-initial_literature_input/Multi-agent MPC protocols for micro- grid energy management and optimization.md
,"Kok, S. ",10.1109/TII.2020.3007167.,19,,https://doi.org/10.1109/TII.2020.3007167.,sources/2.1-initial_literature_input/Decentralized Coordination of Distributed Energy Resources through Local Energy Markets and Deep Reinforcement Learning.md
,"Connell, J. ",10.1016/j.apenergy.2023.121323.,19,,https://doi.org/10.1016/j.apenergy.2023.121323.,sources/2.1-initial_literature_input/Decentralized Coordination of Distributed Energy Resources through Local Energy Markets and Deep Reinforcement Learning.md
,"Taylor, J. ",10.1016/j.rser.2022.,19,,https://doi.org/10.1016/j.rser.2022.,sources/2.1-initial_literature_input/Decentralized Coordination of Distributed Energy Resources through Local Energy Markets and Deep Reinforcement Learning.md
,"Engineering, Universiti ",10.7717/peerj-cs.1943,19,,https://doi.org/10.7717/peerj-cs.1943,"sources/2.1-initial_literature_input/Systematic review of predictive maintenance and digital twin technologies challenges, opportunities, and best practices.md"
,"Errandonea, Beltr",10.7717/peerj-cs.1943/ﬁg-8,19,,https://doi.org/10.7717/peerj-cs.1943/ﬁg-8,"sources/2.1-initial_literature_input/Systematic review of predictive maintenance and digital twin technologies challenges, opportunities, and best practices.md"
,"Finally, Cluster ",10.7717/peerj-cs.1943/ﬁg-9,19,,https://doi.org/10.7717/peerj-cs.1943/ﬁg-9,"sources/2.1-initial_literature_input/Systematic review of predictive maintenance and digital twin technologies challenges, opportunities, and best practices.md"
,"Siddiqui, Kahandawa ",10.1080/0951192X.2019.1686173.,19,,https://doi.org/10.1080/0951192X.2019.1686173.,"sources/2.1-initial_literature_input/Systematic review of predictive maintenance and digital twin technologies challenges, opportunities, and best practices.md"
,"Pillai, Shih ",10.1016/j.promfg.2020.02.044.,19,,https://doi.org/10.1016/j.promfg.2020.02.044.,"sources/2.1-initial_literature_input/Systematic review of predictive maintenance and digital twin technologies challenges, opportunities, and best practices.md"
,"Additionally, Feng et al.
",10.1016/j.jfoodeng.2023.111697.,19,,https://doi.org/10.1016/j.jfoodeng.2023.111697.,"sources/2.1-initial_literature_input/Systematic review of predictive maintenance and digital twin technologies challenges, opportunities, and best practices.md"
,"Errandonea, Beltr",10.1016/j.cie.2022.108650.,19,,https://doi.org/10.1016/j.cie.2022.108650.,"sources/2.1-initial_literature_input/Systematic review of predictive maintenance and digital twin technologies challenges, opportunities, and best practices.md"
,"Meanwhile, Hosamo et al. ",10.1016/j.compind.2020.103316.,19,,https://doi.org/10.1016/j.compind.2020.103316.,"sources/2.1-initial_literature_input/Systematic review of predictive maintenance and digital twin technologies challenges, opportunities, and best practices.md"
,"Kamat, Sugandhi
",10.1016/j.jmsy.2023.05.004.,19,,https://doi.org/10.1016/j.jmsy.2023.05.004.,"sources/2.1-initial_literature_input/Systematic review of predictive maintenance and digital twin technologies challenges, opportunities, and best practices.md"
,"Notably, R",10.1007/s10489-022-03344-3.,19,,https://doi.org/10.1007/s10489-022-03344-3.,"sources/2.1-initial_literature_input/Systematic review of predictive maintenance and digital twin technologies challenges, opportunities, and best practices.md"
,"Mourtzis, Tsoubou ",10.1016/j.engappai.2020.103678.,19,,https://doi.org/10.1016/j.engappai.2020.103678.,"sources/2.1-initial_literature_input/Systematic review of predictive maintenance and digital twin technologies challenges, opportunities, and best practices.md"
,"Correspondingly, Xu et al.
",10.1371/journal.pone.0232076.,19,,https://doi.org/10.1371/journal.pone.0232076.,"sources/2.1-initial_literature_input/Systematic review of predictive maintenance and digital twin technologies challenges, opportunities, and best practices.md"
,"Malki, Atlam ",10.1016/j.ejor.2020.05.008.,19,,https://doi.org/10.1016/j.ejor.2020.05.008.,"sources/2.1-initial_literature_input/Systematic review of predictive maintenance and digital twin technologies challenges, opportunities, and best practices.md"
,"Similarly, Fraser, Hvolby",10.1016/j.enbuild.2022.111988.,19,,https://doi.org/10.1016/j.enbuild.2022.111988.,"sources/2.1-initial_literature_input/Systematic review of predictive maintenance and digital twin technologies challenges, opportunities, and best practices.md"
,"Wienker,
Henderson ",10.1109/ACCESS.2023.3263196.,19,,https://doi.org/10.1109/ACCESS.2023.3263196.,"sources/2.1-initial_literature_input/Systematic review of predictive maintenance and digital twin technologies challenges, opportunities, and best practices.md"
,"Model,
Pd",10.1016/j.egyr.2022.04.029.,19,,https://doi.org/10.1016/j.egyr.2022.04.029.,"sources/2.1-initial_literature_input/Systematic review of predictive maintenance and digital twin technologies challenges, opportunities, and best practices.md"
,"Engineering, Computer ",10.1016/j.procir.2016.07.047.,19,,https://doi.org/10.1016/j.procir.2016.07.047.,"sources/2.1-initial_literature_input/Systematic review of predictive maintenance and digital twin technologies challenges, opportunities, and best practices.md"
,"Letters, Part ",10.1016/j.ress.2023.109199.,19,,https://doi.org/10.1016/j.ress.2023.109199.,"sources/2.1-initial_literature_input/Systematic review of predictive maintenance and digital twin technologies challenges, opportunities, and best practices.md"
,,10.1016/j.procs.2022.12.302.,19,,https://doi.org/10.1016/j.procs.2022.12.302.,"sources/2.1-initial_literature_input/Systematic review of predictive maintenance and digital twin technologies challenges, opportunities, and best practices.md"
,,10.1016/j.ifacol.2022.04.182.,19,,https://doi.org/10.1016/j.ifacol.2022.04.182.,"sources/2.1-initial_literature_input/Systematic review of predictive maintenance and digital twin technologies challenges, opportunities, and best practices.md"
,,10.1016/j.procs.2020.01.061.,19,,https://doi.org/10.1016/j.procs.2020.01.061.,"sources/2.1-initial_literature_input/Systematic review of predictive maintenance and digital twin technologies challenges, opportunities, and best practices.md"
,,10.3390/w14081304.,19,,https://doi.org/10.3390/w14081304.,"sources/2.1-initial_literature_input/Systematic review of predictive maintenance and digital twin technologies challenges, opportunities, and best practices.md"
,,10.1016/j.engappai.2022.105749.,19,,https://doi.org/10.1016/j.engappai.2022.105749.,"sources/2.1-initial_literature_input/Systematic review of predictive maintenance and digital twin technologies challenges, opportunities, and best practices.md"
,,10.1016/j.solener.2017.03.053.,19,,https://doi.org/10.1016/j.solener.2017.03.053.,sources/2.1-initial_literature_input/Photovoltaic systems operation and maintenance- A review and future directions.md
,,10.1002/solr.202200663.,19,,https://doi.org/10.1002/solr.202200663.,sources/2.1-initial_literature_input/Photovoltaic systems operation and maintenance- A review and future directions.md
,"Horowitz, Kelsey, Zac",10.2172/1435904.,19,,https://doi.org/10.2172/1435904.,sources/2.1-initial_literature_input/An Overview of Distributed Energy Resource (DER) Interconnection- Current Practices and Emerging Solutions.md
,"Peterson, Michael ",10.2172/1036038.,19,,https://doi.org/10.2172/1036038.,sources/2.1-initial_literature_input/An Overview of Distributed Energy Resource (DER) Interconnection- Current Practices and Emerging Solutions.md
,"Energy,
Utility
",10.1016/B978-0-323-91300-3.00003-6,19,,https://doi.org/10.1016/B978-0-323-91300-3.00003-6,sources/2.1-initial_literature_input/State-of-the-Art Review- The Use of Digital Twins to Support Artificial Intelligence-Guided Predictive Maintenance.md
,"Replication,
Integrated
",10.1016/j.enbuild.2022.111988,19,,https://doi.org/10.1016/j.enbuild.2022.111988,sources/2.1-initial_literature_input/State-of-the-Art Review- The Use of Digital Twins to Support Artificial Intelligence-Guided Predictive Maintenance.md
,"Conceptualization, Software, Writing",10.1109/69.729707.,19,,https://doi.org/10.1109/69.729707.,sources/4.1.1-elicit-results/elicit-papers-markdown/A_distributed_communication_framework_for_smart_Grid_control_applications_based_on_data_distribution.md
,"Validation, Visualization. ",10.1145/3292674.,19,,https://doi.org/10.1145/3292674.,sources/4.1.1-elicit-results/elicit-papers-markdown/A_distributed_communication_framework_for_smart_Grid_control_applications_based_on_data_distribution.md
,"Reality, A",10.1007/978-3-658-05014-6_2,19,,https://doi.org/10.1007/978-3-658-05014-6_2,sources/4.1.8-elicit-results/phase-2-targeted-queries/markdown_papers/3.1.2-industry-academia-collaborative/A_Survey_on_Human_Machine_Interaction_in_Industry_4.0.md
,"Mucha, Markus ",10.1016/J.PROCIR.2016.,19,,https://doi.org/10.1016/J.PROCIR.2016.,sources/4.1.8-elicit-results/phase-2-targeted-queries/markdown_papers/3.1.2-industry-academia-collaborative/A_Survey_on_Human_Machine_Interaction_in_Industry_4.0.md
,"Lamas, Tiago ",10.1016/J.TECHFORE.2017.11.005,19,,https://doi.org/10.1016/J.TECHFORE.2017.11.005,sources/4.1.8-elicit-results/phase-2-targeted-queries/markdown_papers/3.1.2-industry-academia-collaborative/A_Survey_on_Human_Machine_Interaction_in_Industry_4.0.md
,"Besides, U",10.1109/ICSEng,19,,https://doi.org/10.1109/ICSEng,sources/4.1.8-elicit-results/phase-2-targeted-queries/markdown_papers/3.1.2-industry-academia-collaborative/Krupitzer2020_A_Survey_on_Human_Machine_Interaction_in_Industry_40.md
,"Press, Island of ",10.1109/ETFA.2014.7005252,19,,https://doi.org/10.1109/ETFA.2014.7005252,sources/4.1.8-elicit-results/phase-2-targeted-queries/markdown_papers/3.1.2-industry-academia-collaborative/Krupitzer2020_A_Survey_on_Human_Machine_Interaction_in_Industry_40.md
,"Press, Island of ",10.1016/J.PROCIR.2016.01.129,19,,https://doi.org/10.1016/J.PROCIR.2016.01.129,sources/4.1.8-elicit-results/phase-2-targeted-queries/markdown_papers/3.1.2-industry-academia-collaborative/Krupitzer2020_A_Survey_on_Human_Machine_Interaction_in_Industry_40.md
,"Hence, F",10.1016/j.jestch.2016.10.011,19,,https://doi.org/10.1016/j.jestch.2016.10.011,sources/4.1.8-elicit-results/phase-2-targeted-queries/markdown_papers/3.1.1-applied-human-factors/Sen2021_Emerging_OSH_Issues_in_Installation_and_Maintenance_of_Floating_Solar_Photovoltaic_Projects_.md
,"Scholar, Web of ",10.1002/ep.13268,19,,https://doi.org/10.1002/ep.13268,sources/4.1.8-elicit-results/phase-2-targeted-queries/markdown_papers/3.1.1-applied-human-factors/Sen2021_Emerging_OSH_Issues_in_Installation_and_Maintenance_of_Floating_Solar_Photovoltaic_Projects_.md
,,10.1016/j.egypro.2017.09.585,19,,https://doi.org/10.1016/j.egypro.2017.09.585,sources/4.1.8-elicit-results/phase-2-targeted-queries/markdown_papers/3.1.1-applied-human-factors/Sen2021_Emerging_OSH_Issues_in_Installation_and_Maintenance_of_Floating_Solar_Photovoltaic_Projects_.md
,,10.1016/j.rser.2017.05.191,19,,https://doi.org/10.1016/j.rser.2017.05.191,sources/4.1.8-elicit-results/phase-2-targeted-queries/markdown_papers/3.1.1-applied-human-factors/Sen2021_Emerging_OSH_Issues_in_Installation_and_Maintenance_of_Floating_Solar_Photovoltaic_Projects_.md
,,10.1016/j.energy.2015.10.037,19,,https://doi.org/10.1016/j.energy.2015.10.037,sources/4.1.8-elicit-results/phase-2-targeted-queries/markdown_papers/3.1.1-applied-human-factors/Sen2021_Emerging_OSH_Issues_in_Installation_and_Maintenance_of_Floating_Solar_Photovoltaic_Projects_.md
,,10.1109/ESW.2017.7914834,19,,https://doi.org/10.1109/ESW.2017.7914834,sources/4.1.8-elicit-results/phase-2-targeted-queries/markdown_papers/3.1.1-applied-human-factors/Sen2021_Emerging_OSH_Issues_in_Installation_and_Maintenance_of_Floating_Solar_Photovoltaic_Projects_.md
,,10.1002/(SICI,19,,https://doi.org/10.1002/(SICI,sources/4.1.8-elicit-results/phase-2-targeted-queries/markdown_papers/3.1.1-applied-human-factors/Sen2021_Emerging_OSH_Issues_in_Installation_and_Maintenance_of_Floating_Solar_Photovoltaic_Projects_.md
,,10.1080/1059924X.2019.1655203,19,,https://doi.org/10.1080/1059924X.2019.1655203,sources/4.1.8-elicit-results/phase-2-targeted-queries/markdown_papers/3.1.1-applied-human-factors/Sen2021_Emerging_OSH_Issues_in_Installation_and_Maintenance_of_Floating_Solar_Photovoltaic_Projects_.md
,,10.1016/j.aquaculture.2019.03.053,19,,https://doi.org/10.1016/j.aquaculture.2019.03.053,sources/4.1.8-elicit-results/phase-2-targeted-queries/markdown_papers/3.1.1-applied-human-factors/Sen2021_Emerging_OSH_Issues_in_Installation_and_Maintenance_of_Floating_Solar_Photovoltaic_Projects_.md
,,10.1016/j.shaw.2016.12.004,19,,https://doi.org/10.1016/j.shaw.2016.12.004,sources/4.1.8-elicit-results/phase-2-targeted-queries/markdown_papers/3.1.1-applied-human-factors/Sen2021_Emerging_OSH_Issues_in_Installation_and_Maintenance_of_Floating_Solar_Photovoltaic_Projects_.md
,,10.3390/ijerph16163001,19,,https://doi.org/10.3390/ijerph16163001,sources/4.1.8-elicit-results/phase-2-targeted-queries/markdown_papers/3.1.1-applied-human-factors/Sen2021_Emerging_OSH_Issues_in_Installation_and_Maintenance_of_Floating_Solar_Photovoltaic_Projects_.md
,,10.1016/j.renene.2012.01.027,19,,https://doi.org/10.1016/j.renene.2012.01.027,sources/4.1.8-elicit-results/phase-2-targeted-queries/markdown_papers/3.1.1-applied-human-factors/Sen2021_Emerging_OSH_Issues_in_Installation_and_Maintenance_of_Floating_Solar_Photovoltaic_Projects_.md
,"Appiah, A. ",10.1177/1420326x17713256.,19,,https://doi.org/10.1177/1420326x17713256.,sources/4.1.8-elicit-results/phase-2-targeted-queries/markdown_papers/3.1.1-applied-human-factors/Duroha-_SUSTAINABLE_ERGONOMICS_FOR_SOLAR_INSTALLATIONS.md
,"Patel, S. ",10.1109/access.2020.3010212,19,,https://doi.org/10.1109/access.2020.3010212,sources/4.1.8-elicit-results/phase-2-targeted-queries/markdown_papers/3.1.1-applied-human-factors/Duroha-_SUSTAINABLE_ERGONOMICS_FOR_SOLAR_INSTALLATIONS.md
,"Mamat, R.",10.1016/j.ssci.2020.104633,19,,https://doi.org/10.1016/j.ssci.2020.104633,sources/4.1.8-elicit-results/phase-2-targeted-queries/markdown_papers/3.1.1-applied-human-factors/Exploring_the_OSH_Scenario_in_Floating_Solar_PV_Projects_in_India_and_Opportunities_for_Ergonomics_D.md
,"But, Stephen ",10.1016/j.afjem.2017.08.001.,19,,https://doi.org/10.1016/j.afjem.2017.08.001.,sources/4.1.8-elicit-results/phase-2-targeted-queries/markdown_papers/3.1.1-applied-human-factors/Wagner2021_Private_Power_and_Public_Interests_An_Ethnographic_Examination_of_the_Power_Outages_in_Te.md
,"Island, Hawaii, Virginia",10.1177/1420326x17713256.,19,,https://doi.org/10.1177/1420326x17713256.,sources/4.1.8-elicit-results/phase-2-targeted-queries/markdown_papers/3.1.1-applied-human-factors/SUSTAINABLE_ERGONOMICS_FOR_SOLAR_INSTALLATIONS.md
,"Baptista, F. ",10.1109/access.2020.3010212,19,,https://doi.org/10.1109/access.2020.3010212,sources/4.1.8-elicit-results/phase-2-targeted-queries/markdown_papers/3.1.1-applied-human-factors/SUSTAINABLE_ERGONOMICS_FOR_SOLAR_INSTALLATIONS.md
,"As, Si, Pb",10.1016/j.,19,,https://doi.org/10.1016/j.,sources/4.1.8-elicit-results/phase-2-targeted-queries/markdown_papers/3.1.1-applied-human-factors/Emerging_OSH_Issues_in_Installation_and_Maintenance_of_Floating_Solar_Photovoltaic_Projects_and_Their_Link_with_Sustainable_Development_Goals.md
,"Heat, U",10.1016/j.jmrt.2017.10.002,19,,https://doi.org/10.1016/j.jmrt.2017.10.002,sources/4.1.8-elicit-results/phase-2-targeted-queries/markdown_papers/3.1.1-applied-human-factors/Emerging_OSH_Issues_in_Installation_and_Maintenance_of_Floating_Solar_Photovoltaic_Projects_and_Their_Link_with_Sustainable_Development_Goals.md
,"Direct, Google ",10.1016/j.renene.2013.04.007,19,,https://doi.org/10.1016/j.renene.2013.04.007,sources/4.1.8-elicit-results/phase-2-targeted-queries/markdown_papers/3.1.1-applied-human-factors/Emerging_OSH_Issues_in_Installation_and_Maintenance_of_Floating_Solar_Photovoltaic_Projects_and_Their_Link_with_Sustainable_Development_Goals.md
,"Washington, D",10.1016/j.enconman.2012.10.022,19,,https://doi.org/10.1016/j.enconman.2012.10.022,sources/4.1.8-elicit-results/phase-2-targeted-queries/markdown_papers/3.1.1-applied-human-factors/Emerging_OSH_Issues_in_Installation_and_Maintenance_of_Floating_Solar_Photovoltaic_Projects_and_Their_Link_with_Sustainable_Development_Goals.md
,"London, U",10.1016/j.ssci.2019.04.042,19,,https://doi.org/10.1016/j.ssci.2019.04.042,sources/4.1.8-elicit-results/phase-2-targeted-queries/markdown_papers/3.1.1-applied-human-factors/Emerging_OSH_Issues_in_Installation_and_Maintenance_of_Floating_Solar_Photovoltaic_Projects_and_Their_Link_with_Sustainable_Development_Goals.md
,,10.1109/ESW.2017.7914834,19,,https://doi.org/10.1109/ESW.2017.7914834,sources/4.1.8-elicit-results/phase-2-targeted-queries/markdown_papers/3.1.1-applied-human-factors/Emerging_OSH_Issues_in_Installation_and_Maintenance_of_Floating_Solar_Photovoltaic_Projects_and_Their_Link_with_Sustainable_Development_Goals.md
,,10.1016/j.csfs.2014.11.002,19,,https://doi.org/10.1016/j.csfs.2014.11.002,sources/4.1.8-elicit-results/phase-2-targeted-queries/markdown_papers/3.1.1-applied-human-factors/Emerging_OSH_Issues_in_Installation_and_Maintenance_of_Floating_Solar_Photovoltaic_Projects_and_Their_Link_with_Sustainable_Development_Goals.md
,,10.1016/j.marpol.2018.10.044,19,,https://doi.org/10.1016/j.marpol.2018.10.044,sources/4.1.8-elicit-results/phase-2-targeted-queries/markdown_papers/3.1.1-applied-human-factors/Emerging_OSH_Issues_in_Installation_and_Maintenance_of_Floating_Solar_Photovoltaic_Projects_and_Their_Link_with_Sustainable_Development_Goals.md
,,10.1002/1348-9585.12035,19,,https://doi.org/10.1002/1348-9585.12035,sources/4.1.8-elicit-results/phase-2-targeted-queries/markdown_papers/3.1.1-applied-human-factors/Emerging_OSH_Issues_in_Installation_and_Maintenance_of_Floating_Solar_Photovoltaic_Projects_and_Their_Link_with_Sustainable_Development_Goals.md
,,10.1080/14480220.2019.1639276,19,,https://doi.org/10.1080/14480220.2019.1639276,sources/4.1.8-elicit-results/phase-2-targeted-queries/markdown_papers/3.1.1-applied-human-factors/Emerging_OSH_Issues_in_Installation_and_Maintenance_of_Floating_Solar_Photovoltaic_Projects_and_Their_Link_with_Sustainable_Development_Goals.md
,,10.1016/j.solener.2018.07.061,19,,https://doi.org/10.1016/j.solener.2018.07.061,sources/4.1.8-elicit-results/phase-2-targeted-queries/markdown_papers/3.1.1-applied-human-factors/Emerging_OSH_Issues_in_Installation_and_Maintenance_of_Floating_Solar_Photovoltaic_Projects_and_Their_Link_with_Sustainable_Development_Goals.md
,,10.1016/j.energy.2019.116549,19,,https://doi.org/10.1016/j.energy.2019.116549,sources/4.1.8-elicit-results/phase-2-targeted-queries/markdown_papers/3.1.1-applied-human-factors/Emerging_OSH_Issues_in_Installation_and_Maintenance_of_Floating_Solar_Photovoltaic_Projects_and_Their_Link_with_Sustainable_Development_Goals.md
,"Cam, Chui",10.1080/05695558008974527.,19,,https://doi.org/10.1080/05695558008974527.,sources/4.1.8-elicit-results/phase-2-targeted-queries/markdown_papers/3.1.3-applied-ai-automation/Wang2021_Understanding_the_implications_of_artificial_intelligence_on_field_service_operations_a_cas.md
,"Bullers, Nof",10.1016/j.ejor.2006.12.004.,19,,https://doi.org/10.1016/j.ejor.2006.12.004.,sources/4.1.8-elicit-results/phase-2-targeted-queries/markdown_papers/3.1.3-applied-ai-automation/Wang2021_Understanding_the_implications_of_artificial_intelligence_on_field_service_operations_a_cas.md
,"First, B",10.1080/095372800750038355.,19,,https://doi.org/10.1080/095372800750038355.,sources/4.1.8-elicit-results/phase-2-targeted-queries/markdown_papers/3.1.3-applied-ai-automation/Wang2021_Understanding_the_implications_of_artificial_intelligence_on_field_service_operations_a_cas.md
